asset,month,operation_count,total_value_brl,average_value_brl
CRV,2021-02-01,14,35098.09,2507.0064285714284
CRV,2021-03-01,15,27380.559999999998,1825.3706666666665
CRV,2021-04-01,7,10439.04,1491.2914285714287
CRV,2021-05-01,21061,13020972.5700003,618.2504425241109
CRV,2021-06-01,14596,12130289.800000204,831.0694573855991
CRV,2021-07-01,8878,5485396.1800000165,617.8639535931535
CRV,2021-08-01,18264,12601648.640000114,689.9720017520868
CRV,2021-09-01,18089,16390420.170000136,906.0987434352444
CRV,2021-10-01,30222,41347513.35999991,1368.1263106346341
CRV,2021-11-01,25477,30852210.72000013,1210.9828755348012
CRV,2021-12-01,17166,18025315.490000132,1050.0591570546505
CRV,2022-01-01,13819,16983560.720000222,1229.0007033794213
CRV,2022-02-01,6473,5369574.560000015,829.5341510891419
CRV,2022-03-01,7953,4638954.560000002,583.2961850873887
CRV,2022-04-01,7360,3409779.13,463.28520788043477
CRV,2022-05-01,8002,3033914.89000001,379.1445751062247
CRV,2022-06-01,6080,1967891.670000001,323.66639309210547
CRV,2022-07-01,9190,4293278.839999996,467.16853536452624
CRV,2022-08-01,5585,3407436.7399999993,610.1050564010742
CRV,2022-09-01,4203,2684231.3899999983,638.646535807756
CRV,2022-10-01,3137,1345007.04,428.7558304112209
CRV,2022-11-01,6145,3011192.479999995,490.02318633034906
CRV,2022-12-01,2625,956265.4199999985,364.291588571428
CRV,2023-01-01,4452,2155724.2200000025,484.21478436657736
CRV,2023-02-01,6450,4258309.139999999,660.2029674418603
CRV,2023-03-01,4168,1879622.8699999985,450.96517994241805
CRV,2023-04-01,2356,791232.23,335.83710950764004
CRV,2023-05-01,1680,408074.9799999998,242.9017738095237
CRV,2023-06-01,2708,428969.9899999998,158.4084158050221
CRV,2023-07-01,2740,560117.0600000004,204.422284671533
CRV,2023-08-01,3343,939339.8199999993,280.98708345797166
CRV,2023-09-01,2405,396094.4600000004,164.69624116424134
CRV,2023-10-01,2313,390941.5500000008,169.01926070038945
CRV,2023-11-01,2312,664123.3700000002,287.25059256055374
CRV,2023-12-01,2786,738547.9099999992,265.0925735821964
CRV,2024-01-01,5915,710866.0500000004,120.18022823330523
CRV,2024-02-01,4892,1109055.49,226.7079905968929
CRV,2024-03-01,6753,3899760.3700000034,577.4856167629207
CRV,2024-04-01,8652,1077071.7400000012,124.48818076745275
CRV,2024-05-01,3186,905912.919999999,284.34178279974856
CRV,2024-06-01,5670,6017091.959999999,1061.2155132275132
CRV,2024-07-01,2579,1618961.9399999995,627.7479410624271
CRV,2024-08-01,3023,1355182.770000001,448.290694674165
CRV,2024-09-01,1652,1685620.130000002,1020.3511682808729
CRV,2024-10-01,1719,778980.2100000001,453.1589354275742
CRV,2024-11-01,6877,9269247.179999983,1347.8620299549198
CRV,2024-12-01,11244,10494691.139999978,933.3592262540002
CRV,2025-01-01,4427,8065591.66999999,1821.9091190422384
CRV,2025-02-01,2340,1587042.5900000005,678.2233290598293
CRV,2025-03-01,1730,522254.76000000007,301.8813641618498
CRV,2025-04-01,3557,1564474.6200000015,439.8298060163063
CRV,2025-05-01,4858,2081651.799999999,428.4997529847672
CRV,2025-06-01,2103,832391.13,395.8112838801712
CRV,2025-07-01,7380,6398193.5699999975,866.9638983739834
CRV,2025-08-01,16062,8351765.7199999895,519.9704719213042
CRV,2025-09-01,17169,3594438.769999993,209.3563265187252
CRV,2025-10-01,15963,6449563.269999992,404.0320284407688
CRV,2025-11-01,7369,1770884.8200000003,240.31548649748953
CRV,2025-12-01,5051,770680.8700000015,152.5798594337758
CRV,2026-01-01,5996,1288886.7199999993,214.9577585056703
CRV,2026-02-01,3573,407728.76,114.11384270920796
CRV,2026-03-01,3452,377265.6299999999,109.28900057937425
CRV,2026-04-01,3553,204451.3400000002,57.54329862088382
CRV,2026-05-01,3555,366036.78999999986,102.96393530239096
CRV,2026-06-01,3089,586757.8699999993,189.9507510521202
DAI,2019-08-01,21,15656.69,745.5566666666667
DAI,2019-09-01,12,183330.22999999998,15277.519166666665
DAI,2019-10-01,2,913.44,456.72
DAI,2019-11-01,2,100.0,50.0
DAI,2019-12-01,5,40289.95,8057.99
DAI,2020-01-01,5,1045.57,209.11399999999998
DAI,2020-02-01,9,433167.48,48129.72
DAI,2020-03-01,32,4460.710000000001,139.39718750000003
DAI,2020-04-01,29,46292.3,1596.286206896552
DAI,2020-05-01,153,62021.2,405.3673202614379
DAI,2020-06-01,188,22507.73,119.72196808510638
DAI,2020-07-01,3843,1357366.8800000066,353.2050169138711
DAI,2020-08-01,4079,1699347.4100000008,416.60882814415316
DAI,2020-09-01,1729,1313936.6200000006,759.9402082128402
DAI,2020-10-01,1737,1289706.3400000017,742.4906966033401
DAI,2020-11-01,7545,4188352.340000002,555.1162809807822
DAI,2020-12-01,6794,3877527.9700000114,570.7282852516944
DAI,2021-01-01,12103,6030013.559999955,498.2247013137201
DAI,2021-02-01,16421,6524312.639999986,397.31518421533315
DAI,2021-03-01,12431,5160751.109999998,415.15172632933775
DAI,2021-04-01,19238,8054941.679999909,418.6995363343336
DAI,2021-05-01,24833,12263703.759999966,493.8470486852159
DAI,2021-06-01,7898,3968003.139999999,502.4060698911116
DAI,2021-07-01,5907,5380697.479999987,910.9018926697117
DAI,2021-08-01,14810,10588874.229999993,714.9813794733284
DAI,2021-09-01,12279,9436043.920000037,768.4700643374898
DAI,2021-10-01,10332,5394004.839999993,522.0678319783192
DAI,2021-11-01,7787,4859523.4399999995,624.0559188390907
DAI,2021-12-01,5710,3705304.510000001,648.9149754816115
DAI,2022-01-01,4462,3342035.659999999,748.9994755714924
DAI,2022-02-01,3085,2411607.5700000003,781.7204440842788
DAI,2022-03-01,3022,2400400.7499999986,794.3086532097943
DAI,2022-04-01,2556,3009596.4599999995,1177.4634037558683
DAI,2022-05-01,2378,1761623.7599999993,740.800571909167
DAI,2022-06-01,1581,1105497.5599999998,699.2394433902592
DAI,2022-07-01,1784,932112.5399999997,522.4846076233182
DAI,2022-08-01,1624,1016422.7,625.8760467980295
DAI,2022-09-01,1421,812294.01,571.6354750175932
DAI,2022-10-01,1173,1256698.79,1071.3544671781756
DAI,2022-11-01,1793,1226410.4399999997,683.9991299498047
DAI,2022-12-01,1220,1170720.9400000004,959.6073278688528
DAI,2023-01-01,1491,778396.7299999992,522.0635345405763
DAI,2023-02-01,1334,922042.5300000001,691.1863043478262
DAI,2023-03-01,2013,1566995.5999999994,778.4379533035268
DAI,2023-04-01,980,699219.0899999997,713.4888673469385
DAI,2023-05-01,934,680042.1799999998,728.0965524625266
DAI,2023-06-01,852,525256.65,616.4984154929577
DAI,2023-07-01,942,670402.3999999998,711.6798301486198
DAI,2023-08-01,1057,1429453.7999999998,1352.368779564806
DAI,2023-09-01,1188,906435.7599999998,762.9930639730638
DAI,2023-10-01,919,473655.70000000024,515.4033732317739
DAI,2023-11-01,1057,513627.68999999977,485.9296972563858
DAI,2023-12-01,1739,534974.3799999998,307.6333410005749
DAI,2024-01-01,1753,519885.99,296.56930405019966
DAI,2024-02-01,1694,452833.18999999994,267.31593270365994
DAI,2024-03-01,3942,812466.8200000002,206.1052308472857
DAI,2024-04-01,2410,538357.3600000002,223.38479668049803
DAI,2024-05-01,2023,1318241.7099999995,651.6271428571426
DAI,2024-06-01,2179,1707278.2499999988,783.5145709040839
DAI,2024-07-01,2256,478484.94999999995,212.09439273049642
DAI,2024-08-01,2107,459908.3700000002,218.27639772187956
DAI,2024-09-01,1557,487084.48000000004,312.8352472703918
DAI,2024-10-01,1516,224787.20000000007,148.27651715039582
DAI,2024-11-01,3753,487227.08,129.82336264321876
DAI,2024-12-01,4495,963187.3799999999,214.27972858731923
DAI,2025-01-01,4124,442521.49000000017,107.30395004849665
DAI,2025-02-01,1717,356290.56000000006,207.5076062900408
DAI,2025-03-01,1364,317420.63999999996,232.7130791788856
DAI,2025-04-01,1393,435301.91000000003,312.49239770279974
DAI,2025-05-01,1697,418088.99999999994,246.36947554507952
DAI,2025-06-01,1144,194052.2800000001,169.62611888111897
DAI,2025-07-01,1615,169505.73,104.95710835913313
DAI,2025-08-01,1478,153712.27000000002,104.00018267929636
DAI,2025-09-01,503,109329.44,217.3547514910537
DAI,2025-10-01,149,176754.03,1186.2686577181207
DAI,2025-11-01,112,42337.26,378.01125
DAI,2025-12-01,183,63698.29,348.078087431694
DAI,2026-01-01,174,28732.020000000004,165.12655172413795
DAI,2026-02-01,182,26607.530000000006,146.19521978021982
DAI,2026-03-01,180,51290.04000000001,284.9446666666667
DAI,2026-04-01,270,61756.88,228.72918518518517
DAI,2026-05-01,275,19060.95999999999,69.31258181818177
DAI,2026-06-01,74,3357.9500000000003,45.377702702702706
DASH,2019-08-01,12471,845231.2900000031,67.77574292358295
DASH,2019-09-01,10291,1440027.7900000007,139.93079292585762
DASH,2019-10-01,3922,935357.8900000014,238.4900280469152
DASH,2019-11-01,2817,585489.3,207.84142705005326
DASH,2019-12-01,2090,406415.81000000105,194.4573253588522
DASH,2020-01-01,19069,8479294.010000091,444.6638004090456
DASH,2020-02-01,12046,5759506.749999987,478.12607919641266
DASH,2020-03-01,7431,2754837.1699999985,370.72226752792335
DASH,2020-04-01,5837,2161442.9099999997,370.3003100908
DASH,2020-05-01,3661,1391130.3899999962,379.9864490576335
DASH,2020-06-01,1706,442227.7199999999,259.2190621336459
DASH,2020-07-01,1741,549648.41,315.7084491671453
DASH,2020-08-01,3312,1458644.1900000013,440.41189311594246
DASH,2020-09-01,1605,628719.1799999996,391.72534579439224
DASH,2020-10-01,1549,536609.3899999999,346.42310522918007
DASH,2020-11-01,3829,2053681.2299999986,536.3492373987983
DASH,2020-12-01,2609,1045624.259999998,400.77587581448756
DASH,2021-01-01,6834,4299767.169999994,629.1728372841666
DASH,2021-02-01,14842,10922221.390000036,735.8995681175068
DASH,2021-03-01,6320,3982901.490000013,630.2059319620273
DASH,2021-04-01,11037,8360834.119999996,757.5277810999363
DASH,2021-05-01,9188,6297372.360000022,685.3909838920355
DASH,2021-06-01,1674,814408.1500000008,486.50427120669104
DASH,2021-07-01,2131,1381210.709999999,648.151435945565
DASH,2021-08-01,3018,2070586.6100000048,686.0790622929107
DASH,2021-09-01,1721,1078299.6900000002,626.5541487507264
DASH,2021-10-01,1649,902980.5400000002,547.5928077622802
DASH,2021-11-01,2315,1494824.8200000005,645.7126652267821
DASH,2021-12-01,813,405143.58999999956,498.33159901598964
DASH,2022-01-01,1054,574636.9599999995,545.1963567362424
DASH,2022-02-01,4648,3393473.7600000007,730.0933218588642
DASH,2022-03-01,11624,944063.6499999983,81.2167627322779
DASH,2022-04-01,5071,355733.4899999997,70.15056004732789
DASH,2022-05-01,8401,396201.5099999998,47.16123199619091
DASH,2022-06-01,11223,491688.7000000005,43.81080816181061
DASH,2022-07-01,11400,333674.1099999998,29.26965877192981
DASH,2022-08-01,8089,249975.70999999892,30.903166027939044
DASH,2022-09-01,7234,261548.3900000006,36.15543129665477
DASH,2022-10-01,13666,432559.040000001,31.652205473437803
DASH,2022-11-01,438,130106.51000000001,297.0468264840183
DASH,2022-12-01,243,79864.98999999999,328.6625102880658
DASH,2023-01-01,381,253923.19,666.4650656167979
DASH,2023-02-01,326,109565.83000000002,336.0915030674847
DASH,2023-03-01,296,118704.94000000002,401.03020270270275
DASH,2023-04-01,274,183101.07,668.2520802919709
DASH,2023-05-01,454,267407.52,589.0033480176212
DASH,2023-06-01,293,60639.49999999999,206.9607508532423
DASH,2023-07-01,188,25124.49,133.64090425531916
DASH,2023-08-01,229,54588.119999999995,238.37606986899561
DASH,2023-09-01,188,38885.39,206.83718085106383
DASH,2023-10-01,318,103146.04,324.35861635220124
DASH,2023-11-01,340,104787.52,308.19858823529415
DASH,2023-12-01,450,185743.19,412.76264444444445
DASH,2024-01-01,408,391636.13,959.892475490196
DASH,2024-02-01,422,151977.18,360.1354976303317
DASH,2024-03-01,594,162926.21000000008,274.28654882154893
DASH,2024-04-01,318,119237.65999999997,374.9611949685534
DASH,2024-05-01,310,52039.58,167.8696129032258
DASH,2024-06-01,243,64335.530000000006,264.75526748971197
DASH,2024-07-01,272,45808.35,168.41305147058824
DASH,2024-08-01,234,38935.22000000001,166.38982905982908
DASH,2024-09-01,236,40633.24,172.17474576271186
DASH,2024-10-01,239,55078.32,230.45322175732218
DASH,2024-11-01,588,163291.52000000002,277.7066666666667
DASH,2024-12-01,1557,490525.17000000004,315.0450674373796
DASH,2025-01-01,414,169855.41,410.27876811594206
DASH,2025-02-01,330,82419.1,249.7548484848485
DASH,2025-03-01,337,70078.25000000001,207.94732937685464
DASH,2025-04-01,239,71881.84,300.7608368200837
DASH,2025-05-01,232,139468.83,601.1587499999999
DASH,2025-06-01,177,25096.520000000004,141.78824858757065
DASH,2025-07-01,330,63410.990000000005,192.15451515151517
DASH,2025-08-01,199,102935.90999999997,517.2658793969848
DASH,2025-09-01,190,271558.41,1429.254789473684
DASH,2025-10-01,584,367784.79000000015,629.7684760273975
DASH,2025-11-01,1560,1683377.8400000005,1079.0883589743594
DASH,2025-12-01,286,167821.58000000002,586.7887412587413
DASH,2026-01-01,1067,496051.2800000002,464.90279287722603
DASH,2026-02-01,277,297070.01,1072.4549097472925
DASH,2026-03-01,136,35375.82,260.1163235294118
DASH,2026-04-01,185,103533.81999999998,559.6422702702702
DASH,2026-05-01,232,150533.3,648.8504310344827
DASH,2026-06-01,240,187690.21999999997,782.0425833333333
DCR,2019-08-01,8069,138181.62999999995,17.125000619655466
DCR,2019-09-01,6283,77066.43999999997,12.265866624224092
DCR,2019-10-01,234,41949.850000000006,179.27286324786328
DCR,2019-11-01,309,68883.68999999999,222.92456310679609
DCR,2019-12-01,70,35970.62,513.866
DCR,2020-01-01,123,9444.019999999997,76.78065040650404
DCR,2020-02-01,143,23691.930000000004,165.6778321678322
DCR,2020-03-01,108,25801.54,238.90314814814815
DCR,2020-04-01,145,25693.25,177.19482758620688
DCR,2020-05-01,134,31629.309999999998,236.03962686567164
DCR,2020-06-01,1639,1156235.7200000002,705.4519341061624
DCR,2020-07-01,2045,1274140.7999999982,623.0517359413194
DCR,2020-08-01,2865,1850794.4199999974,646.0015427574161
DCR,2020-09-01,1097,729060.9000000015,664.5951686417517
DCR,2020-10-01,1913,1925907.8499999994,1006.7474385781492
DCR,2020-11-01,3944,3405343.5900000064,863.4238311359043
DCR,2020-12-01,5351,10406261.440000001,1944.7320949355262
DCR,2021-01-01,6546,8749698.870000014,1336.6481622364824
DCR,2021-02-01,9675,9559876.739999985,988.1009550387582
DCR,2021-03-01,4262,3882701.9400000074,911.0046785546709
DCR,2021-04-01,4751,3209122.5300000003,675.4625405177858
DCR,2021-05-01,4834,3893776.8199999994,805.4978940835746
DCR,2021-06-01,1836,1491123.0199999984,812.1585076252715
DCR,2021-07-01,1016,725459.8999999999,714.0353346456692
DCR,2021-08-01,1928,1245587.4699999965,646.0515923236496
DCR,2021-09-01,991,759340.9500000005,766.2370837537846
DCR,2021-10-01,1332,1340641.0199999998,1006.4872522522521
DCR,2021-11-01,772,569928.4799999997,738.2493264248701
DCR,2021-12-01,1502,1107199.619999999,737.150213049267
DCR,2022-01-01,6133,142016150.59000012,23156.0656432415
DCR,2022-02-01,9681,179114341.92999977,18501.636393967543
DCR,2022-03-01,9709,240621133.97000024,24783.307649603485
DCR,2022-04-01,12406,224548873.56000006,18100.02205062067
DCR,2022-05-01,15859,273108857.3699993,17221.064214010927
DCR,2022-06-01,16347,264318701.95999992,16169.248299993878
DCR,2022-07-01,14301,246007780.62000024,17202.13835535978
DCR,2022-08-01,22189,336138552.820001,15148.882456172023
DCR,2022-09-01,13445,203877713.2600001,15163.831406470816
DCR,2022-10-01,204,61901.45,303.43848039215686
DCR,2022-11-01,373,90865.24000000002,243.60654155495985
DCR,2022-12-01,275,71791.33,261.0593818181818
DCR,2023-01-01,307,96036.18000000001,312.8214332247557
DCR,2023-02-01,419,113676.29999999996,271.3038186157517
DCR,2023-03-01,410,131457.37,320.6277317073171
DCR,2023-04-01,805,336132.0800000001,417.5553788819877
DCR,2023-05-01,285,63981.12,224.49515789473685
DCR,2023-06-01,327,45161.170000000006,138.1075535168196
DCR,2023-07-01,216,38949.97,180.32393518518518
DCR,2023-08-01,55,13376.449999999999,243.2081818181818
DCR,2023-09-01,25,24256.370000000003,970.2548000000002
DCR,2023-10-01,504,99298.93000000001,197.02168650793652
DCR,2023-11-01,338,52076.060000000005,154.07118343195268
DCR,2023-12-01,982,189591.22999999992,193.0664256619144
DCR,2024-01-01,732,135732.26999999996,185.42659836065567
DCR,2024-02-01,206,51449.15,249.75315533980583
DCR,2024-03-01,573,125444.82,218.92638743455498
DCR,2024-04-01,288,131043.23000000007,455.01121527777804
DCR,2024-05-01,366,120436.95000000003,329.06270491803286
DCR,2024-06-01,246,54780.229999999996,222.68386178861786
DCR,2024-07-01,216,53178.06999999999,246.1947685185185
DCR,2024-08-01,350,75912.5000000001,216.89285714285742
DCR,2024-09-01,438,85533.57,195.28212328767125
DCR,2024-10-01,207,56049.389999999985,270.7699999999999
DCR,2024-11-01,562,142329.88000000003,253.2560142348755
DCR,2024-12-01,475,147286.24999999997,310.0763157894736
DCR,2025-01-01,244,61340.720000000016,251.396393442623
DCR,2025-02-01,218,49743.229999999996,228.17995412844036
DCR,2025-03-01,218,62040.87000000002,284.5911467889909
DCR,2025-04-01,291,89508.73000000001,307.5901374570447
DCR,2025-05-01,289,75824.12999999999,262.36723183391
DCR,2025-06-01,325,68170.52999999997,209.75547692307683
DCR,2025-07-01,200,44783.38000000001,223.91690000000006
DCR,2025-08-01,155,45622.130000000005,294.3363225806452
DCR,2025-09-01,21,16295.050000000001,775.954761904762
DCR,2025-10-01,123,140328.41,1140.8813821138212
DCR,2025-11-01,712,277295.45999999996,389.459915730337
DCR,2025-12-01,175,52188.959999999985,298.22262857142846
DCR,2026-01-01,131,44395.52,338.8970992366412
DCR,2026-02-01,99,174724.03000000003,1764.8891919191922
DCR,2026-03-01,54,24284.359999999993,449.71037037037024
DCR,2026-04-01,140,59041.68999999998,421.726357142857
DCR,2026-05-01,94,18805.869999999995,200.0624468085106
DCR,2026-06-01,111,71700.26,645.9482882882883
DGB,2019-08-01,7,372.93,53.27571428571429
DGB,2020-04-01,2,34677.9,17338.95
DGB,2020-05-01,1,9.47,9.47
DGB,2020-06-01,1,50634.09,50634.09
DGB,2020-07-01,1,20000.0,20000.0
DGB,2020-08-01,3564,1721391.049999993,482.9941217732865
DGB,2020-09-01,6926,3716955.8000000063,536.6670228125912
DGB,2020-10-01,4544,1997597.8899999922,439.6122117077448
DGB,2020-11-01,6308,2804460.5700000017,444.58791534559316
DGB,2020-12-01,6267,2769121.3100000015,441.85755704483825
DGB,2021-01-01,12700,4383983.059999982,345.19551653543164
DGB,2021-02-01,36287,17650363.410000294,486.4101030672223
DGB,2021-03-01,22842,10682172.360000202,467.65486209614755
DGB,2021-04-01,65069,43774337.08999998,672.7372034302045
DGB,2021-05-01,41095,26926962.710000023,655.2369560773823
DGB,2021-06-01,17519,10105864.430000035,576.8516713282742
DGB,2021-07-01,5958,2574580.5800000024,432.1216146357842
DGB,2021-08-01,14999,9217248.029999977,614.524170278017
DGB,2021-09-01,7602,4077096.250000015,536.3188963430696
DGB,2021-10-01,9285,4506705.930000011,485.3748982229414
DGB,2021-11-01,6874,2748904.780000008,399.8988623799837
DGB,2021-12-01,3068,1062712.1600000004,346.3859713168189
DGB,2022-01-01,1892,511849.6900000002,270.53366279069775
DGB,2022-02-01,1790,659276.1799999991,368.3107150837984
DGB,2022-03-01,4127,2004474.2500000007,485.69766173976274
DGB,2022-04-01,1838,616812.5100000005,335.5889608269861
DGB,2022-05-01,2470,704073.2100000001,285.04988259109314
DGB,2022-06-01,1794,357411.3400000001,199.22594202898554
DGB,2022-07-01,1430,339270.6599999994,237.25220979020938
DGB,2022-08-01,1330,300782.1999999998,226.1520300751878
DGB,2022-09-01,926,214778.45,231.9421706263499
DGB,2022-10-01,681,108689.47000000009,159.60274596182097
DGB,2022-11-01,850,177634.4700000001,208.9817294117648
DGB,2022-12-01,799,145148.09,181.66219023779723
DGB,2023-01-01,799,185591.4899999999,232.2797121401751
DGB,2023-02-01,762,205591.48999999993,269.80510498687653
DGB,2023-03-01,545,149015.54999999993,273.4230275229356
DGB,2023-04-01,575,141758.17999999996,246.53596521739124
DGB,2023-05-01,440,93850.83,213.2973409090909
DGB,2023-06-01,310,57107.72000000005,184.2184516129034
DGB,2023-07-01,260,47558.259999999995,182.9163846153846
DGB,2023-08-01,235,35448.249999999985,150.84361702127654
DGB,2023-09-01,233,35386.97,151.8754077253219
DGB,2023-10-01,299,49785.13999999999,166.50548494983275
DGB,2023-11-01,420,103555.17999999995,246.55995238095227
DGB,2023-12-01,741,116936.66999999991,157.80927125506062
DGB,2024-01-01,561,110730.8399999998,197.38117647058786
DGB,2024-02-01,899,207780.4899999999,231.1240155728586
DGB,2024-03-01,1208,160733.92000000007,133.05788079470204
DGB,2024-04-01,806,114714.65000000005,142.32586848635242
DGB,2024-05-01,556,69449.47000000007,124.90911870503611
DGB,2024-06-01,356,41591.27000000001,116.82941011235958
DGB,2024-07-01,207,22168.85000000001,107.09589371980681
DGB,2024-08-01,254,28204.25000000001,111.04035433070871
DGB,2024-09-01,368,64429.33000000003,175.07970108695662
DGB,2024-10-01,301,51767.88000000001,171.98631229235883
DGB,2024-11-01,1888,497940.2200000002,263.73952330508484
DGB,2024-12-01,1676,529929.7899999988,316.1872255369921
DGB,2025-01-01,1857,581420.219999998,313.0965105008067
DGB,2025-02-01,276,42216.41000000001,152.95800724637684
DGB,2025-03-01,392,58945.34000000001,150.37076530612248
DGB,2025-04-01,473,96012.70999999999,202.9867019027484
DGB,2025-05-01,302,56298.759999999995,186.41973509933774
DGB,2025-06-01,114,12970.749999999996,113.7785087719298
DGB,2025-07-01,176,28766.34999999999,163.4451704545454
DGB,2025-08-01,138,21876.609999999993,158.52615942028982
DGB,2025-09-01,139,19212.15,138.21690647482015
DGB,2025-10-01,72,8571.55,119.04930555555555
DGB,2025-11-01,383,102672.35999999996,268.0740469973889
DGB,2025-12-01,141,36682.81999999999,260.16184397163113
DGB,2026-01-01,218,34602.38000000001,158.72651376146794
DGB,2026-02-01,121,14562.090000000002,120.34785123966944
DGB,2026-03-01,123,10765.99,87.52837398373984
DGB,2026-04-01,90,10649.430000000004,118.32700000000004
DGB,2026-05-01,131,22138.600000000006,168.99694656488555
DGB,2026-06-01,184,24278.330000000005,131.94744565217394
DOGE,2019-08-01,1397,226603.64000000022,162.20732999284195
DOGE,2019-09-01,1268,183913.6399999999,145.04230283911664
DOGE,2019-10-01,1921,246221.08000000054,128.17338885996904
DOGE,2019-11-01,1752,203314.7899999999,116.04725456620999
DOGE,2019-12-01,1130,104366.18000000008,92.3594513274337
DOGE,2020-01-01,3964,505669.5699999999,127.56548183652873
DOGE,2020-02-01,3968,727535.3400000009,183.35064012096797
DOGE,2020-03-01,2015,259592.5700000003,128.83005955335003
DOGE,2020-04-01,3334,545920.1200000005,163.74328734253163
DOGE,2020-05-01,4437,833487.4199999953,187.84931710615174
DOGE,2020-06-01,3313,527916.2300000007,159.346884998491
DOGE,2020-07-01,16216,5410278.0800000345,333.6382634435147
DOGE,2020-08-01,6947,1497767.6600000027,215.5992025334681
DOGE,2020-09-01,3715,672101.1900000003,180.91552893674302
DOGE,2020-10-01,3399,533069.5300000001,156.8312827302148
DOGE,2020-11-01,4610,835808.8900000001,181.3034468546638
DOGE,2020-12-01,8420,1553002.9900000056,184.44216033254224
DOGE,2021-01-01,89556,91007619.82000017,1016.2090738755658
DOGE,2021-02-01,110739,121069102.01000033,1093.2833239418844
DOGE,2021-03-01,29306,37280334.8600003,1272.105877977216
DOGE,2021-04-01,331257,368730930.09999347,1113.1264549881014
DOGE,2021-05-01,561700,694856536.6300055,1237.0598836211598
DOGE,2021-06-01,114335,88694782.14999981,775.7448038658313
DOGE,2021-07-01,44114,33193185.49000007,752.4410729020282
DOGE,2021-08-01,100113,73589129.4399999,735.0606758363039
DOGE,2021-09-01,52069,22828102.980000097,438.4202304634254
DOGE,2021-10-01,78616,48019766.64000002,610.8141681082734
DOGE,2021-11-01,84881,41792710.67000032,492.3682646293083
DOGE,2021-12-01,86026,33598296.6800003,390.5597921558633
DOGE,2022-01-01,78203,20693808.21000009,264.61655192256165
DOGE,2022-02-01,51594,45998973.94000007,891.556652711557
DOGE,2022-03-01,44019,11114801.590000084,252.5000929144252
DOGE,2022-04-01,61154,15810703.090000123,258.53914854302457
DOGE,2022-05-01,47850,25240987.269999515,527.502346290481
DOGE,2022-06-01,32955,4984384.439999993,151.24820027309946
DOGE,2022-07-01,25800,3611421.819999999,139.97758992248058
DOGE,2022-08-01,26999,4494624.109999988,166.47372532315967
DOGE,2022-09-01,25905,2908661.2799999984,112.28184829183549
DOGE,2022-10-01,52274,22065582.050000027,422.1139007919812
DOGE,2022-11-01,80776,34342470.21000027,425.1568561206332
DOGE,2022-12-01,35921,14059915.149999902,391.41213078700207
DOGE,2023-01-01,29849,7949579.290000012,266.3264863144498
DOGE,2023-02-01,24223,7276310.480000003,300.3884935804815
DOGE,2023-03-01,21554,4636647.609999993,215.11773267142956
DOGE,2023-04-01,35915,11277707.930000002,314.01107977168317
DOGE,2023-05-01,19683,3545556.7799999868,180.13294619722535
DOGE,2023-06-01,19369,5872938.980000039,303.21332954721663
DOGE,2023-07-01,26271,9041765.84000004,344.17288416885697
DOGE,2023-08-01,23936,4785761.019999985,199.93988218582822
DOGE,2023-09-01,16838,2880596.2399999946,171.07710179356187
DOGE,2023-10-01,20488,5180345.569999987,252.84779236626255
DOGE,2023-11-01,30985,9514586.100000072,307.07071486203233
DOGE,2023-12-01,39947,11110524.240000065,278.13163041029526
DOGE,2024-01-01,30478,8374243.5699999835,274.7635530546618
DOGE,2024-02-01,61910,16675183.350000119,269.3455556452935
DOGE,2024-03-01,205385,77188089.77000076,375.8214561433442
DOGE,2024-04-01,108206,35664010.300000235,329.59364822653305
DOGE,2024-05-01,90949,35681073.64000024,392.31958174361716
DOGE,2024-06-01,54906,16726478.060000129,304.6384376935149
DOGE,2024-07-01,59248,30823563.720000163,520.2464846070781
DOGE,2024-08-01,48067,88426704.06999972,1839.6551494788466
DOGE,2024-09-01,46267,13821592.159999935,298.73543043637875
DOGE,2024-10-01,78241,29992615.70999998,383.33630334479335
DOGE,2024-11-01,372515,291836049.5300021,783.420934808
DOGE,2024-12-01,373115,164892976.5599984,441.9360694691942
DOGE,2025-01-01,284786,110935064.43999748,389.53833559233067
DOGE,2025-02-01,96195,42425035.77000027,441.03161047871794
DOGE,2025-03-01,63369,20650794.979999892,325.8816610645567
DOGE,2025-04-01,55602,16617473.070000142,298.8646644005637
DOGE,2025-05-01,69773,31734900.680000044,454.83067490290006
DOGE,2025-06-01,35650,20064707.440000027,562.8248931276305
DOGE,2025-07-01,71391,43337880.469999894,607.0496346878443
DOGE,2025-08-01,99995,36252812.15000085,362.5462488124491
DOGE,2025-09-01,111104,40959249.95000046,368.65684358799376
DOGE,2025-10-01,83947,42966633.14000054,511.8304780397219
DOGE,2025-11-01,59663,16882267.220000587,282.9604146623634
DOGE,2025-12-01,57684,244131883.30000213,4232.228751473583
DOGE,2026-01-01,56848,73452698.00000036,1292.089396284836
DOGE,2026-02-01,44123,17112549.530000236,387.8373984089984
DOGE,2026-03-01,34637,11139554.49000036,321.60852527644886
DOGE,2026-04-01,27278,5398767.510000025,197.9165448346662
DOGE,2026-05-01,25453,6072341.900000015,238.5707735826824
DOGE,2026-06-01,21673,6131431.640000017,282.90645688183537
EOS,2019-08-01,699,118991.08999999992,170.23045779685253
EOS,2019-09-01,658,466455.9300000002,708.8995896656538
