month,asset,operation_count,total_value_brl,average_value_brl,stablecoin_flag,share_of_monthly_crypto_volume
2023-12-01,BUSD,287,247296.18,861.6591637630662,False,1.0007206841625722e-05
2024-01-01,BUSD,22,660708.69,30032.21318181818,False,2.483471532465837e-05
2024-02-01,BUSD,16,595402.19,37212.636875,False,2.7685286665692496e-05
2024-03-01,BUSD,28,25990600.99,928235.7496428572,False,0.000794560412795231
2024-04-01,BUSD,45,133022303.86,2956051.196888889,False,0.0042450214946283355
2024-05-01,BUSD,100,228699464.25,2286994.6425,False,0.008216175215230825
2024-06-01,BUSD,227,214346789.31000003,944258.9837444936,False,0.00801646434398999
2024-07-01,BUSD,455,413796101.0500001,909441.9803296706,False,0.014026933765260369
2024-08-01,BUSD,514,342166903.9500001,665694.3656614788,False,0.01022484996468403
2024-09-01,BUSD,539,449473941.31999993,833903.4161781075,False,0.013216311359106047
2024-10-01,BUSD,590,596673897.2999998,1011311.6903389829,False,0.01892946220996449
2024-11-01,BUSD,2582,700671236.9699999,271367.63631680864,False,0.018641615648443972
2024-12-01,BUSD,532,646713709.6599998,1215627.273796992,False,0.013562698398361354
2025-01-01,BUSD,776,658523799.69,848613.1439304125,False,0.015332140150118403
2025-02-01,BUSD,362,275940426.52,762266.3716022099,False,0.008371484050104851
2025-03-01,BUSD,21,33107614.98,1576553.0942857142,False,0.0009475774553373322
2025-04-01,BUSD,76,243655281.32,3205990.5436842106,False,0.007176404958804987
2025-05-01,BUSD,35,508912574.92,14540359.28342857,False,0.015620237264809104
2025-06-01,BUSD,14,728532.1,52038.00714285714,False,1.986879508624188e-05
2025-07-01,BUSD,9,940323.84,104480.42666666668,False,2.3499628265344215e-05
2025-08-01,BUSD,6,653727.75,108954.625,False,1.741070914460941e-05
2025-09-01,BUSD,5,49109.57,9821.914,False,1.4502684558540897e-06
2025-10-01,BUSD,12,1560376.12,130031.34333333332,False,3.3825736341833565e-05
2025-11-01,BUSD,4,113547.69,28386.9225,False,2.3525867664034136e-06
2025-12-01,BUSD,3,33065.01,11021.67,False,8.556640389802159e-07
2026-01-01,BUSD,2,41585.5,20792.75,False,1.0998578497902148e-06
2026-02-01,BUSD,2,15806.18,7903.09,False,4.2766627254840645e-07
2026-03-01,BUSD,2,14637.79,7318.895,False,3.7776532157259474e-07
2026-05-01,BUSD,5,35582.020000000004,7116.404,False,6.493909918528957e-07
2026-06-01,BUSD,7,6904.16,986.3085714285714,False,1.3333750625619079e-07
2019-12-01,CBRL,13,1305.02,100.38615384615385,False,2.1947403160267877e-07
2020-01-01,CBRL,10,1009.0,100.9,False,1.5037392108681614e-07
2020-02-01,CBRL,49,40423.420000000006,824.9677551020409,False,6.369654405895427e-06
2020-03-01,CBRL,40,63838.48,1595.962,False,8.505166522062e-06
2020-04-01,CBRL,320,433273.04,1353.97825,False,7.548843504591893e-05
2020-05-01,CBRL,3797,2415956.7199999983,636.2804108506712,False,0.0003786022839360697
2020-06-01,CBRL,3130,1667454.9800000018,532.7332204472849,False,0.00025540942034104177
2020-07-01,CBRL,6887,5005166.979999999,726.755768839843,False,0.0004825599900990021
2020-08-01,CBRL,14029,76477097.41000013,5451.357716872202,False,0.008144656502638476
2020-09-01,CBRL,6390,112642115.34999996,17627.87407668231,False,0.016897892064308046
2020-10-01,CBRL,8141,6124671.0900000185,752.324172706058,False,0.0009742466158163038
2020-11-01,CBRL,11383,27849633.209999982,2446.598718264077,False,0.0028712049456441065
2020-12-01,CBRL,8947,9005709.23999998,1006.5618911366917,False,0.0008133766549528326
2021-01-01,CBRL,22819,16043443.82000018,703.0739217318979,False,0.0010307213480195158
2021-02-01,CBRL,9674,15901168.859999975,1643.7015567500491,False,0.0009494721821761567
2021-03-01,CBRL,13932,21392651.90999997,1535.504730835485,False,0.0011792257089108988
2021-04-01,CBRL,10380,15936157.63999999,1535.275302504816,False,0.0006994149676291281
2021-05-01,CBRL,9447,12626430.159999987,1336.5544786704763,False,0.00048597578962564567
2021-06-01,CBRL,14115,7221874.929999843,511.6454077222701,False,0.0004364662880660989
2021-07-01,CBRL,7375,6171239.020000001,836.77817220339,False,0.00045343234480814534
2021-08-01,CBRL,11206,12262211.289999949,1094.2540862038147,False,0.0007604155196890128
2021-09-01,CBRL,7575,7196893.43,950.0849412541254,False,0.0005645289498285238
2021-10-01,CBRL,5196,6755744.060000002,1300.1816897613553,False,0.0004836309587451921
2021-11-01,CBRL,4253,6473493.0799999945,1522.1004185280965,False,0.00035593655844026544
2021-12-01,CBRL,2113,2338989.6800000016,1106.9520492191205,False,0.0001570762103608695
2022-01-01,CBRL,1539,3707194.4,2408.833268356076,False,0.0002467699721870096
2022-02-01,CBRL,1171,1204863.9099999997,1028.918795900939,False,9.378452916426257e-05
2022-03-01,CBRL,1100,1185248.09,1077.4982636363634,False,8.968649113596552e-05
2022-04-01,CBRL,1046,1126174.6300000004,1076.6487858508608,False,8.52846325178476e-05
2022-05-01,CBRL,942,971439.5200000006,1031.2521443736737,False,5.629888641718013e-05
2022-06-01,CBRL,635,632851.2799999999,996.6161889763778,False,4.25051337143484e-05
2022-07-01,CBRL,106,110038.81999999996,1038.1020754716978,False,7.628490745950752e-06
2022-08-01,CBRL,1,33117.22,33117.22,False,2.241520633486702e-06
2022-10-01,CBRL,4,240409.74,60102.435,False,1.7401555462334682e-05
2023-06-01,CBRL,1,530.0,530.0,False,2.4937303738615315e-08
2023-08-01,CBRL,1,30000.0,30000.0,False,1.2540829380487158e-06
2019-11-01,CHZ,4,1353.1799999999998,338.295,False,2.455658117627598e-07
2020-06-01,CHZ,1,5066.35,5066.35,False,7.760290576149982e-07
2020-07-01,CHZ,22123,9472376.10000004,428.1686977353903,False,0.0009132541901788949
2020-08-01,CHZ,39503,20672908.65000049,523.3250297445888,False,0.0022016230422816905
2020-09-01,CHZ,18868,7031757.880000019,372.68167691329336,False,0.0010548619875380204
2020-10-01,CHZ,11173,3286101.0399999893,294.1108959097816,False,0.0005227175093006368
2020-11-01,CHZ,25106,9229272.360000156,367.6122185931712,False,0.0009515074128593493
2020-12-01,CHZ,91911,56948108.38000038,619.6005742511819,False,0.0051434329785242094
2021-01-01,CHZ,96102,49828000.06999932,518.49077095169,False,0.0032012318538019264
2021-02-01,CHZ,178585,229037776.80999044,1282.5140790659375,False,0.013676038514099365
2021-03-01,CHZ,1093514,2695210256.5209,2464.7240515630338,False,0.14856789325516528
2021-04-01,CHZ,534200,1009498785.3401626,1889.7393959943145,False,0.04430544527861074
2021-05-01,CHZ,397802,1006175677.0800176,2529.3379044851904,False,0.0387264660695736
2021-06-01,CHZ,242192,729986892.1099887,3014.0834218718564,False,0.044117998750244414
2021-07-01,CHZ,148831,806993212.5400014,5422.211854653946,False,0.059293899234885046
2021-08-01,CHZ,202897,404626450.9599996,1994.245607179996,False,0.025092067467275738
2021-09-01,CHZ,137749,164077124.55999506,1191.1311483930558,False,0.012870315188026607
2021-10-01,CHZ,170869,259535618.0799987,1518.915766347311,False,0.01857966475428552
2021-11-01,CHZ,191849,351470056.8699926,1832.0140155538609,False,0.01932512183006916
2021-12-01,CHZ,73145,81703903.07999922,1117.0128249367588,False,0.005486873062004294
2022-01-01,CHZ,51346,51618521.73999946,1005.3075554083952,False,0.003435994933018408
2022-02-01,CHZ,41836,30833742.219999928,737.0145860024842,False,0.0024000453266750585
2022-03-01,CHZ,50425,50696307.89999981,1005.3804243926586,False,0.0038361369298637823
2022-04-01,CHZ,34211,25905679.940000176,757.2324673350728,False,0.0019618239791176
2022-05-01,CHZ,40403,67170931.25000021,1662.5233584139844,False,0.003892829714175078
2022-06-01,CHZ,24447,18640167.46000009,762.4725921380983,False,0.0012519573482495758
2022-07-01,CHZ,21347,13769212.720000053,645.0186311893967,False,0.0009545568719616206
2022-08-01,CHZ,49421,44512941.02000026,900.6887966653903,False,0.003012833678476248
2022-09-01,CHZ,39459,40629541.06999993,1029.6647423908344,False,0.0033128568499040723
2022-10-01,CHZ,35514,29375657.360000085,827.1571031142672,False,0.002126295427101171
2022-11-01,CHZ,96110,94215455.25000194,980.2877458121104,False,0.006008466250888177
2022-12-01,CHZ,31231,19115650.520000044,612.0729569978561,False,0.0013918126874341466
2023-01-01,CHZ,29906,15829934.310000092,529.3230224704104,False,0.0009254879561306381
2023-02-01,CHZ,28243,16273593.920000143,576.1991969691655,False,0.0010501381616537036
2023-03-01,CHZ,21445,11955436.53,557.4929601305665,False,0.0005880397812066805
2023-04-01,CHZ,16323,10186196.529999988,624.0394860013471,False,0.0004573680889746038
2023-05-01,CHZ,27333,6129510.759999993,224.25312845278577,False,0.0003416819979299109
2023-06-01,CHZ,20335,5381564.440000036,264.6454113597264,False,0.0002532107679796455
2023-07-01,CHZ,12524,3968193.999999998,316.84717342702,False,0.00018147567222748617
2023-08-01,CHZ,11512,3170426.100000008,275.4018502432252,False,0.0001325325759451447
2023-09-01,CHZ,8049,2018621.4199999983,250.79157907814613,False,0.00011986269381419293
2023-10-01,CHZ,12049,4664501.8900000015,387.12771931280616,False,0.00021305245289644388
2023-11-01,CHZ,15642,6767988.940000047,432.680535737121,False,0.00029723568881247404
2023-12-01,CHZ,15958,5594003.290000023,350.5453872665762,False,0.00022636964305621315
2024-01-01,CHZ,23823,10335064.549999978,433.82716492465175,False,0.0003884743607068615
2024-02-01,CHZ,18670,10137664.489999954,542.9922062131737,False,0.00047138581657931095
2024-03-01,CHZ,40543,17020802.439999994,419.82099104654304,False,0.0005203440973925886
2024-04-01,CHZ,22996,10621559.80000003,461.88727604800965,False,0.00033895631295736885
2024-05-01,CHZ,17934,10658083.97999999,594.2948578119766,False,0.00038289851585572576
2024-06-01,CHZ,18027,9555153.190000027,530.0467737282979,False,0.0003573580229289856
2024-07-01,CHZ,12610,6391413.880000013,506.8528057097552,False,0.00021665728346312543
2024-08-01,CHZ,11206,5686299.440000024,507.4334677851172,False,0.00016992163168639808
2024-09-01,CHZ,8764,3507624.090000013,400.2309550433607,False,0.00010313801945447383
2024-10-01,CHZ,14681,9725757.33000001,662.4724017437511,False,0.000308549371230422
2024-11-01,CHZ,26912,15492244.880000008,575.663082639715,False,0.0004121768660483769
2024-12-01,CHZ,49500,27943829.500000197,564.521808080812,False,0.0005860301489556882
2025-01-01,CHZ,42062,13465265.39000028,320.1289855451543,False,0.00031350626388174574
2025-02-01,CHZ,24839,9761928.29000002,393.0081037883981,False,0.00029615750040191865
2025-03-01,CHZ,20668,6887851.459999958,333.26163441068115,False,0.00019713811348691382
2025-04-01,CHZ,19308,5276992.089999991,273.305991816863,False,0.00015542381021700492
2025-05-01,CHZ,23920,8110025.440000038,339.04788628762697,False,0.00024892393672204375
2025-06-01,CHZ,16911,6695717.7900000345,395.93860741529386,False,0.00018260807550527292
2025-07-01,CHZ,25580,11984665.070000554,468.51700820956034,False,0.0002995087033310445
2025-08-01,CHZ,21867,8480823.070000136,387.8366063017394,False,0.0002258694751426199
2025-09-01,CHZ,16667,7510901.750000214,450.6450920981709,False,0.00022180654163831185
2025-10-01,CHZ,21018,12958775.090000505,616.5560514797081,False,0.00028091951926787856
2025-11-01,CHZ,14462,9619654.560000094,665.1676503941428,False,0.0001993089600962245
2025-12-01,CHZ,15790,7709469.410000147,488.2501209626439,False,0.000199507447109653
2026-01-01,CHZ,22946,11747636.420000382,511.9688146082272,False,0.00031070277219268343
2026-02-01,CHZ,22361,5373232.680000071,240.2948293904597,False,0.0001453830332054244
2026-03-01,CHZ,20055,4563518.940000054,227.5501839940192,False,0.0001177731884302034
2026-04-01,CHZ,34068,5829942.290000181,171.12663760714398,False,0.00014330910772152386
2026-05-01,CHZ,32657,9670582.970000096,296.1258832715833,False,0.0001764933375531823
2026-06-01,CHZ,23592,6138290.330000206,260.1852462699308,False,0.00011854654661518821
2020-07-01,COMP,1,5293.59,5293.59,False,5.103675358275814e-07
2020-08-01,COMP,1,613.23,613.23,False,6.530775717515537e-08
2021-01-01,COMP,5,1322.7399999999998,264.54799999999994,False,8.498028049188002e-08
2021-02-01,COMP,21,56796.45999999999,2704.593333333333,False,3.3913644519388413e-06
2021-03-01,COMP,8,6416.12,802.015,False,3.536753501757607e-07
2021-04-01,COMP,29,32060.15,1105.5224137931034,False,1.407073730128777e-06
2021-05-01,COMP,12733,10083383.650000133,791.9094989397732,False,0.0003880970527149492
2021-06-01,COMP,8574,5012286.990000009,584.5914380685804,False,0.0003029260847705308
2021-07-01,COMP,21646,23304915.07000012,1076.638412177775,False,0.0017123307412819726
2021-08-01,COMP,13541,13854987.570000043,1023.1879159589428,False,0.0008591882266715076
2021-09-01,COMP,7663,8129463.770000033,1060.87221323242,False,0.0006376803671451824
2021-10-01,COMP,9734,9898193.560000034,1016.8680460242484,False,0.0007085929838005588
2021-11-01,COMP,5381,4310056.419999993,800.976848169484,False,0.00023698282053592157
2021-12-01,COMP,3868,1970389.1299999985,509.4077378490171,False,0.0001323226263557735
2022-01-01,COMP,2989,1640484.859999995,548.8407025761107,False,0.00010919913001471115
2022-02-01,COMP,1775,728578.0200000013,410.4664901408458,False,5.67112567635384e-05
2022-03-01,COMP,2780,1151542.1899999997,414.2238093525178,False,8.713600071367784e-05
2022-04-01,COMP,3052,1514184.1,496.12847313237216,False,0.00011466839253239773
2022-05-01,COMP,1719,521196.35,303.1974112856312,False,3.0205456444369117e-05
2022-06-01,COMP,4069,898422.029999999,220.79676333251388,False,6.034205780079372e-05
2022-07-01,COMP,3264,867785.3799999998,265.86561887254896,False,6.015961222413469e-05
2022-08-01,COMP,2063,898208.5399999993,435.38950072709616,False,6.079474592323765e-05
2022-09-01,COMP,1903,626915.3999999994,329.4353126642141,False,5.111751012944319e-05
2022-10-01,COMP,1315,235874.13999999987,179.37196958174894,False,1.7073255556702875e-05
2022-11-01,COMP,1495,413470.56,276.56893645484945,False,2.636853899292477e-05
2022-12-01,COMP,1015,157694.58000000007,155.36411822660105,False,1.1481760296567644e-05
2023-01-01,COMP,1817,365768.8700000001,201.3037259218493,False,2.138446548692666e-05
2023-02-01,COMP,1655,407244.05000000016,246.06891238670704,False,2.6279537274542327e-05
2023-03-01,COMP,1554,544071.8300000001,350.11057271557274,False,2.6760702469633564e-05
2023-04-01,COMP,1347,158915.11999999994,117.9770749814402,False,7.135411586602276e-06
2023-05-01,COMP,1216,199550.58000000037,164.10409539473713,False,1.1123700329791527e-05
2023-06-01,COMP,2406,642652.1100000002,267.10395261845395,False,3.0237756349683068e-05
2023-07-01,COMP,5918,1818334.6800000009,307.2549307198379,False,8.315710078376995e-05
2023-08-01,COMP,2238,1006872.3199999998,449.8982663092046,False,4.209004657685088e-05
2023-09-01,COMP,1955,324250.46,165.8570127877238,False,1.925350301994281e-05
2023-10-01,COMP,1762,334709.56000000006,189.9600227014756,False,1.5287954522811748e-05
2023-11-01,COMP,2274,674518.8499999999,296.62218557607736,False,2.9623434195024916e-05
2023-12-01,COMP,2892,757264.1199999998,261.84789764868594,False,3.064381618261018e-05
2024-01-01,COMP,4387,551108.9199999992,125.62318668794148,False,2.0715079653454995e-05
2024-02-01,COMP,4465,1206266.9299999992,270.16056662933914,False,5.608955813950702e-05
2024-03-01,COMP,13410,1963281.2699999972,146.4042706935121,False,6.001960389159678e-05
2024-04-01,COMP,3387,689116.9500000002,203.4593888396812,False,2.1991171256073602e-05
2024-05-01,COMP,2421,434428.14000000025,179.441610904585,False,1.5607110092593182e-05
2024-06-01,COMP,2095,1056614.5099999998,504.3506014319808,False,3.9516862240036754e-05
2024-07-01,COMP,6873,1247310.1899999997,181.47973083078705,False,4.228154246854598e-05
2024-08-01,COMP,5594,930724.679999999,166.37909903467985,False,2.7812509338481104e-05
2024-09-01,COMP,2005,610849.98,304.6633316708229,False,1.796140507205968e-05
2024-10-01,COMP,1438,254788.5699999999,177.18259388038936,False,8.083160046334227e-06
2024-11-01,COMP,3579,1235371.1599999997,345.17215982117904,False,3.286750352059679e-05
2024-12-01,COMP,6734,3090038.989999999,458.8712488862488,False,6.480343038124289e-05
2025-01-01,COMP,2912,812159.7099999993,278.90099931318656,False,1.890918217968941e-05
2025-02-01,COMP,1539,433324.0400000002,281.5620792722549,False,1.314619004955432e-05
2025-03-01,COMP,1724,364985.2999999998,211.7084106728537,False,1.0446292854935592e-05
2025-04-01,COMP,1641,791587.1699999996,482.3809689213891,False,2.331470125063162e-05
2025-05-01,COMP,1628,214461.41,131.73305282555282,False,6.5825414293842255e-06
2025-06-01,COMP,2305,778137.2899999988,337.58667678958733,False,2.122164605234766e-05
2025-07-01,COMP,1881,709488.6800000006,377.1869643806489,False,1.7730827965044227e-05
2025-08-01,COMP,1637,778229.1199999998,475.3995846059864,False,2.072654993792956e-05
2025-09-01,COMP,1176,288971.5900000001,245.72414115646265,False,8.53370089811418e-06
2025-10-01,COMP,7352,538341.7200000002,73.2238465723613,False,1.1670138275718546e-05
2025-11-01,COMP,8322,256833.4500000022,30.861986301370127,False,5.321314556374841e-06
2025-12-01,COMP,7718,460363.79999999865,59.64806944804336,False,1.1913401765439633e-05
2026-01-01,COMP,4435,279650.32000000146,63.05531454340507,False,7.396222232469181e-06
2026-02-01,COMP,3245,814497.219999999,251.0006841294296,False,2.203777193973743e-05
2026-03-01,COMP,1795,228283.40000000043,127.17738161559912,False,5.891432518890176e-06
2026-04-01,COMP,3303,427522.09000000026,129.43448077505306,False,1.0509162218334611e-05
2026-05-01,COMP,2493,153064.17000000004,61.39758122743684,False,2.7935033810177236e-06
2026-06-01,COMP,2065,201038.62999999977,97.35526876513306,False,3.8825852218605876e-06
2020-08-01,CRV,1,25000.0,25000.0,False,2.6624495366809914e-06
2020-09-01,CRV,1,5000.0,5000.0,False,7.500699011112833e-07
2021-01-01,CRV,12,12662.69,1055.2241666666666,False,8.135226484280542e-07
2021-02-01,CRV,14,35098.09,2507.0064285714284,False,2.095736508172343e-06
2021-03-01,CRV,15,27380.56,1825.3706666666665,False,1.5092967628424075e-06
2021-04-01,CRV,7,10439.04,1491.2914285714287,False,4.5815440513420893e-07
2021-05-01,CRV,21061,13020972.5700003,618.2504425241109,False,0.0005011612424267173
2021-06-01,CRV,14596,12130289.800000204,831.0694573855991,False,0.000733114684689266
2021-07-01,CRV,8878,5485396.1800000165,617.8639535931535,False,0.00040303998014632885
2021-08-01,CRV,18264,12601648.640000114,689.9720017520868,False,0.000781465020696448
2021-09-01,CRV,18089,16390420.170000136,906.0987434352444,False,0.0012856751007661415
2021-10-01,CRV,30222,41347513.35999991,1368.126310634634,False,0.0029599903949035023
2021-11-01,CRV,25477,30852210.72000013,1210.9828755348012,False,0.001696368493522931
2021-12-01,CRV,17166,18025315.49000013,1050.0591570546503,False,0.0012105005301811754
2022-01-01,CRV,13819,16983560.720000222,1229.000703379421,False,0.0011305133624799509
2022-02-01,CRV,6473,5369574.560000015,829.5341510891419,False,0.00041795842480002904
2022-03-01,CRV,7953,4638954.560000002,583.2961850873887,False,0.00035102487026626386
2022-04-01,CRV,7360,3409779.13,463.2852078804348,False,0.0002582208409978797
2022-05-01,CRV,8002,3033914.89000001,379.1445751062247,False,0.00017582775486785015
2022-06-01,CRV,6080,1967891.670000001,323.66639309210547,False,0.00013217244115979734
2022-07-01,CRV,9190,4293278.839999996,467.16853536452624,False,0.0002976334888062791
2022-08-01,CRV,5585,3407436.7399999998,610.1050564010742,False,0.00023063046233985407
2022-09-01,CRV,4203,2684231.3899999983,638.646535807756,False,0.0002188672112187616
2022-10-01,CRV,3137,1345007.04,428.7558304112209,False,9.735551730886861e-05
2022-11-01,CRV,6145,3011192.479999995,490.02318633034906,False,0.00019203482425467417
2022-12-01,CRV,2625,956265.4199999984,364.291588571428,False,6.962579393874259e-05
2023-01-01,CRV,4452,2155724.2200000025,484.21478436657736,False,0.00012603317002324977
2023-02-01,CRV,6450,4258309.139999999,660.2029674418603,False,0.00027478951201657633
2023-03-01,CRV,4168,1879622.8699999985,450.9651799424181,False,9.245108018032965e-05
2023-04-01,CRV,2356,791232.23,335.83710950764004,False,3.5526938038590405e-05
2023-05-01,CRV,1680,408074.9799999998,242.9017738095237,False,2.274763515899408e-05
2023-06-01,CRV,2708,428969.9899999998,158.4084158050221,False,2.0183688557322206e-05
2023-07-01,CRV,2740,560117.0600000004,204.422284671533,False,2.561558734013088e-05
2023-08-01,CRV,3343,939339.8199999993,280.98708345797166,False,3.926700137639169e-05
2023-09-01,CRV,2405,396094.4600000004,164.69624116424134,False,2.351949132714453e-05
2023-10-01,CRV,2313,390941.5500000008,169.01926070038945,False,1.785636668841352e-05
2023-11-01,CRV,2312,664123.3700000002,287.25059256055374,False,2.916688680912801e-05
2023-12-01,CRV,2786,738547.9099999992,265.0925735821964,False,2.988643697537249e-05
2024-01-01,CRV,5915,710866.0500000004,120.18022823330524,False,2.6720029951042983e-05
2024-02-01,CRV,4892,1109055.49,226.7079905968929,False,5.156937559939116e-05
2024-03-01,CRV,6753,3899760.3700000034,577.4856167629207,False,0.00011921983683955148
2024-04-01,CRV,8652,1077071.7400000012,124.48818076745276,False,3.437162456883001e-05
2024-05-01,CRV,3186,905912.919999999,284.34178279974856,False,3.2545503789746534e-05
2024-06-01,CRV,5670,6017091.959999999,1061.2155132275132,False,0.0002250362755939749
2024-07-01,CRV,2579,1618961.9399999997,627.7479410624271,False,5.487985953283168e-05
2024-08-01,CRV,3023,1355182.770000001,448.290694674165,False,4.04964370838149e-05
2024-09-01,CRV,1652,1685620.130000002,1020.3511682808728,False,4.956389775530145e-05
2024-10-01,CRV,1719,778980.2100000001,453.1589354275742,False,2.471312473066217e-05
2024-11-01,CRV,6877,9269247.179999985,1347.8620299549198,False,0.00024661172624584454
2024-12-01,CRV,11244,10494691.139999978,933.3592262540002,False,0.000220091716921551
2025-01-01,CRV,4427,8065591.66999999,1821.9091190422384,False,0.00018778787028848708
2025-02-01,CRV,2340,1587042.5900000003,678.2233290598293,False,4.814771759461328e-05
2025-03-01,CRV,1730,522254.76000000007,301.8813641618498,False,1.494752300392401e-05
2025-04-01,CRV,3557,1564474.6200000015,439.8298060163063,False,4.6078637655907794e-05
2025-05-01,CRV,4858,2081651.799999999,428.4997529847672,False,6.389288970473635e-05
2025-06-01,CRV,2103,832391.13,395.8112838801712,False,2.270127670911869e-05
2025-07-01,CRV,7380,6398193.5699999975,866.9638983739834,False,0.0001598972227107584
2025-08-01,CRV,16062,8351765.719999989,519.9704719213042,False,0.00022243229508742623
2025-09-01,CRV,17169,3594438.769999993,209.3563265187252,False,0.00010614837728430453
2025-10-01,CRV,15963,6449563.269999992,404.0320284407688,False,0.00013981323085807904
2025-11-01,CRV,7369,1770884.8200000003,240.31548649748956,False,3.669084058298933e-05
2025-12-01,CRV,5051,770680.8700000015,152.5798594337758,False,1.994385926358371e-05
2026-01-01,CRV,5996,1288886.7199999993,214.9577585056703,False,3.408861686122234e-05
2026-02-01,CRV,3573,407728.76,114.11384270920796,False,1.1031877341646356e-05
2026-03-01,CRV,3452,377265.6299999999,109.28900057937425,False,9.736297080039916e-06
2026-04-01,CRV,3553,204451.3400000002,57.54329862088382,False,5.025733986788576e-06
2026-05-01,CRV,3555,366036.7899999999,102.96393530239096,False,6.680368177881695e-06
2026-06-01,CRV,3089,586757.8699999993,189.9507510521202,False,1.1331839233446804e-05
2019-08-01,DAI,21,15656.69,745.5566666666667,False,3.9343175433324125e-06
2019-09-01,DAI,12,183330.23,15277.519166666663,False,3.1692140347086425e-05
2019-10-01,DAI,2,913.44,456.72,False,1.411607053196571e-07
2019-11-01,DAI,2,100.0,50.0,False,1.8147313126321687e-08
2019-12-01,DAI,5,40289.95,8057.99,False,6.775833136327678e-06
2020-01-01,DAI,5,1045.57,209.114,False,1.5582404427229172e-07
2020-02-01,DAI,9,433167.48,48129.72,False,6.825565841466702e-05
2020-03-01,DAI,32,4460.710000000001,139.39718750000003,False,5.942980057894108e-07
2020-04-01,DAI,29,46292.3,1596.286206896552,False,8.065429784590781e-06
2020-05-01,DAI,153,62021.2,405.3673202614379,False,9.719283370463599e-06
2020-06-01,DAI,188,22507.73,119.72196808510638,False,3.447581099006745e-06
2020-07-01,DAI,3843,1357366.8800000066,353.2050169138711,False,0.0001308669522497163
2020-08-01,DAI,4079,1699347.4100000008,416.6088281441532,False,0.0001809770689765818
2020-09-01,DAI,1729,1313936.6200000006,759.9402082128402,False,0.00019710886212597885
2020-10-01,DAI,1737,1289706.3400000017,742.4906966033401,False,0.0002051525736938519
2020-11-01,DAI,7545,4188352.340000002,555.1162809807822,False,0.00043180525438266907
2020-12-01,DAI,6794,3877527.9700000114,570.7282852516944,False,0.00035021014399579526
2021-01-01,DAI,12103,6030013.559999955,498.2247013137201,False,0.0003874020923980799
2021-02-01,DAI,16421,6524312.639999986,397.3151842153332,False,0.00038957220151803845
2021-03-01,DAI,12431,5160751.109999998,415.15172632933775,False,0.000284475735491106
2021-04-01,DAI,19238,8054941.679999909,418.6995363343336,False,0.0003535197694223898
2021-05-01,DAI,24833,12263703.759999966,493.8470486852159,False,0.0004720148959744446
2021-06-01,DAI,7898,3968003.139999999,502.4060698911116,False,0.0002398130150878232
2021-07-01,DAI,5907,5380697.479999987,910.9018926697116,False,0.0003953472337001901
2021-08-01,DAI,14810,10588874.229999991,714.9813794733284,False,0.0006566470035542074
2021-09-01,DAI,12279,9436043.920000035,768.4700643374898,False,0.0007401693545284923
2021-10-01,DAI,10332,5394004.839999993,522.0678319783192,False,0.00038614661968786935
2021-11-01,DAI,7787,4859523.44,624.0559188390907,False,0.000267194546671764
2021-12-01,DAI,5710,3705304.510000001,648.9149754816115,False,0.000248831876275674
2022-01-01,DAI,4462,3342035.659999999,748.9994755714924,False,0.00022246312382922086
2022-02-01,DAI,3085,2411607.5700000003,781.7204440842788,False,0.00018771537482720476
2022-03-01,DAI,3022,2400400.7499999986,794.3086532097943,False,0.00018163583000386008
2022-04-01,DAI,2556,3009596.4599999995,1177.4634037558685,False,0.0002279152107325619
2022-05-01,DAI,2378,1761623.7599999993,740.800571909167,False,0.0001020932893218568
2022-06-01,DAI,1581,1105497.5599999998,699.2394433902592,False,7.4250180245643e-05
2022-07-01,DAI,1784,932112.5399999996,522.4846076233182,False,6.461912155705277e-05
2022-08-01,DAI,1624,1016422.7,625.8760467980295,False,6.879600565489085e-05
2022-09-01,DAI,1421,812294.01,571.6354750175932,False,6.623293555121004e-05
2022-10-01,DAI,1173,1256698.79,1071.3544671781756,False,9.096350960503466e-05
2022-11-01,DAI,1793,1226410.4399999997,683.9991299498047,False,7.821270638584285e-05
2022-12-01,DAI,1220,1170720.9400000004,959.6073278688528,False,8.524032472931123e-05
2023-01-01,DAI,1491,778396.7299999992,522.0635345405763,False,4.55085147290461e-05
2023-02-01,DAI,1334,922042.53,691.1863043478262,False,5.949958270930736e-05
2023-03-01,DAI,2013,1566995.5999999994,778.4379533035268,False,7.707420364481084e-05
2023-04-01,DAI,980,699219.0899999997,713.4888673469385,False,3.139547700910713e-05
2023-05-01,DAI,934,680042.1799999998,728.0965524625266,False,3.790811042462585e-05
2023-06-01,DAI,852,525256.65,616.4984154929577,False,2.4714121927882183e-05
2023-07-01,DAI,942,670402.3999999998,711.6798301486198,False,3.065921832524319e-05
2023-08-01,DAI,1057,1429453.7999999998,1352.368779564806,False,5.97551207102967e-05
2023-09-01,DAI,1188,906435.7599999998,762.9930639730638,False,5.382278761468573e-05
2023-10-01,DAI,919,473655.7000000002,515.4033732317739,False,2.1634359057657528e-05
2023-11-01,DAI,1057,513627.68999999977,485.9296972563858,False,2.2557436423693206e-05
2023-12-01,DAI,1739,534974.3799999998,307.6333410005749,False,2.1648532038102963e-05
2024-01-01,DAI,1753,519885.99,296.56930405019966,False,1.9541472298371295e-05
2024-02-01,DAI,1694,452833.19,267.31593270365994,False,2.105604730289957e-05
