date,exchange,asset,symbol,open,high,low,close,volume,volume_brl
2026-07-28,Mercado Bitcoin,USDT,USDT/BRL,5.128,5.1385,4.9683,5.1373,1047710.1339,5382401.27088447
2026-07-29,Mercado Bitcoin,USDT,USDT/BRL,5.1374,5.1539,5.093,5.1341,2574809.5952,13219329.94271632
2026-07-30,Mercado Bitcoin,USDT,USDT/BRL,5.1323,5.1349,5.0756,5.0901,1068976.6536,5441198.06448936
2026-07-31,Mercado Bitcoin,USDT,USDT/BRL,5.0901,5.1119,5.0849,5.1037,1519906.3889,7757146.237028929
2026-08-01,Mercado Bitcoin,USDT,USDT/BRL,5.1035,5.1135,5.0735,5.1053,818302.1879,4177678.15988587
2026-08-02,Mercado Bitcoin,USDT,USDT/BRL,5.1054,5.108,5.0934,5.0953,359543.3472,1831981.21698816
2026-08-03,Mercado Bitcoin,USDT,USDT/BRL,5.0956,5.1388,5.0756,5.1004,1186325.4835,6050734.4960434
2026-08-04,Mercado Bitcoin,USDT,USDT/BRL,5.1005,5.25,5.07,5.1511,1004537.0212,5174470.64990332
2026-08-05,Mercado Bitcoin,USDT,USDT/BRL,5.1509,5.1575,5.08,5.1365,1239246.5022,6365389.6585503
2026-08-06,Mercado Bitcoin,USDT,USDT/BRL,5.1378,5.1435,5.1025,5.124,1383738.6728,7090276.9594272
2026-08-07,Mercado Bitcoin,USDT,USDT/BRL,5.1243,5.1327,5.0911,5.1036,1632973.2269,8334042.160806839
2026-08-08,Mercado Bitcoin,USDT,USDT/BRL,5.1039,5.1092,5.1016,5.1077,395306.9647,2019109.3835981903
2026-08-09,Mercado Bitcoin,USDT,USDT/BRL,5.1073,5.112,5.1019,5.1085,506287.0013,2586367.1461410504
2026-08-10,Mercado Bitcoin,USDT,USDT/BRL,5.1085,5.1388,4.9664,5.13,1335959.9597,6853474.593261
2026-08-11,Mercado Bitcoin,USDT,USDT/BRL,5.13,5.1878,5.0088,5.1727,1342099.3773,6942277.44895971
2026-08-12,Mercado Bitcoin,USDT,USDT/BRL,5.1727,5.2062,5.1369,5.2029,1352085.6855,7034766.613087949
2026-08-13,Mercado Bitcoin,USDT,USDT/BRL,5.2019,5.2519,5.0386,5.203,966470.1707,5028544.2981521
2026-08-14,Mercado Bitcoin,USDT,USDT/BRL,5.2032,5.2556,5.1871,5.2353,1319372.7659,6907312.241316269
2026-08-15,Mercado Bitcoin,USDT,USDT/BRL,5.2354,5.2447,5.2302,5.2348,393910.6969,2062043.7161321198
2026-08-16,Mercado Bitcoin,USDT,USDT/BRL,5.2351,5.2472,5.2337,5.2424,238569.5904,1250677.22071296
2026-08-17,Mercado Bitcoin,USDT,USDT/BRL,5.2423,5.2499,5.0405,5.2211,2502010.3252,13063246.108901719
2026-08-18,Mercado Bitcoin,USDT,USDT/BRL,5.2209,5.2386,5.1881,5.2383,979107.8526,5128860.66427458
2026-08-19,Mercado Bitcoin,USDT,USDT/BRL,5.2385,5.26,5.0422,5.1883,766848.5072,3978640.10990576
2026-08-20,Mercado Bitcoin,USDT,USDT/BRL,5.1892,5.2158,5.1801,5.2106,973641.6646,5073257.257564761
2026-08-21,Mercado Bitcoin,USDT,USDT/BRL,5.2108,5.2129,5.1457,5.1671,1471839.6077,7605142.43694667
2026-08-22,Mercado Bitcoin,USDT,USDT/BRL,5.1671,5.1703,5.1554,5.1605,959151.7998,4949702.8628679
2026-08-23,Mercado Bitcoin,USDT,USDT/BRL,5.1605,5.1633,5.1431,5.1611,480359.4903,2479183.3653873303
2026-08-24,Mercado Bitcoin,USDT,USDT/BRL,5.1605,5.2155,5.001,5.1744,1296152.7808,6706812.948971521
2026-08-25,Mercado Bitcoin,USDT,USDT/BRL,5.1744,5.1781,5.0149,5.1656,2438370.8341,12595648.380626962
2026-08-26,Mercado Bitcoin,USDT,USDT/BRL,5.1672,5.1777,5.0,5.1654,1476074.5203,7624515.327157619
2026-08-27,Mercado Bitcoin,USDT,USDT/BRL,5.1654,5.2188,5.08,5.183,1592427.5637,8253552.0626571
2026-08-28,Mercado Bitcoin,USDT,USDT/BRL,5.1829,5.242,5.1638,5.2159,1533111.1797,7996554.602197231
2026-08-29,Mercado Bitcoin,USDT,USDT/BRL,5.2159,5.22,5.2034,5.2091,540328.5078,2814625.22998098
2026-08-30,Mercado Bitcoin,USDT,USDT/BRL,5.2091,5.2176,5.2072,5.2152,296476.4258,1546183.8558321602
2026-08-31,Mercado Bitcoin,USDT,USDT/BRL,5.2153,5.2193,5.1408,5.2018,3778303.2107,19653977.64141926
2026-09-01,Mercado Bitcoin,USDT,USDT/BRL,5.2018,5.2182,5.1496,5.1673,1797349.5273,9287444.21241729
2026-09-02,Mercado Bitcoin,USDT,USDT/BRL,5.168,5.1831,5.0661,5.1177,1545079.6844,7907254.30085388
2026-09-03,Mercado Bitcoin,USDT,USDT/BRL,5.1189,5.1279,4.9502,5.1275,1364260.6844,6995246.659261
2026-09-04,Mercado Bitcoin,USDT,USDT/BRL,5.1275,5.1566,5.1213,5.1542,1964676.0245,10126333.165477902
2026-09-05,Mercado Bitcoin,USDT,USDT/BRL,5.1542,5.1636,5.1495,5.1608,1103216.7522,5693481.01475376
2026-09-06,Mercado Bitcoin,USDT,USDT/BRL,5.1622,5.1798,5.1592,5.1747,1082291.0783,5600531.642879009
2026-09-07,Mercado Bitcoin,USDT,USDT/BRL,5.1738,5.1931,5.1301,5.1849,1328507.3575,6888177.79790175
2026-09-08,Mercado Bitcoin,USDT,USDT/BRL,5.1849,5.19,4.93,5.1117,1563780.3491,7993576.01049447
2026-09-09,Mercado Bitcoin,USDT,USDT/BRL,5.1119,5.1633,5.0826,5.1275,1258150.0736,6451164.502384
2026-09-10,Mercado Bitcoin,USDT,USDT/BRL,5.1267,5.173,4.941,5.1255,2545774.3186,13048366.2699843
2026-09-11,Mercado Bitcoin,USDT,USDT/BRL,5.1248,5.1573,4.9347,5.1571,1152686.3151,5944518.59560221
2026-09-12,Mercado Bitcoin,USDT,USDT/BRL,5.1568,5.1568,5.1511,5.1551,280454.3141,1445770.0346169102
2020-05-26,Mercado Bitcoin,USDC,USDC/BRL,5.1,5.85,5.1,5.46,118906.89141002,649231.6270987092
2020-05-27,Mercado Bitcoin,USDC,USDC/BRL,5.4699,5.47,5.3001,5.38,145901.94918105,784952.486594049
2020-05-28,Mercado Bitcoin,USDC,USDC/BRL,5.3894,5.4897,5.3,5.4113,65643.17957376,355214.93762748747
2020-05-29,Mercado Bitcoin,USDC,USDC/BRL,5.4113,5.75,5.41,5.45,101060.1372633,550777.7480849851
2020-05-30,Mercado Bitcoin,USDC,USDC/BRL,5.45,5.54,5.31,5.3797,80939.69297341,435431.2662890537
2020-05-31,Mercado Bitcoin,USDC,USDC/BRL,5.3796,5.4049,5.36,5.39997,21450.81607084,115833.76325805386
2020-06-01,Mercado Bitcoin,USDC,USDC/BRL,5.39997,5.43,5.31,5.38999,52184.84233974,281275.77836277516
2020-06-02,Mercado Bitcoin,USDC,USDC/BRL,5.38989,5.3998,5.2004,5.3197,118215.89881542,628873.1169283898
2020-06-03,Mercado Bitcoin,USDC,USDC/BRL,5.3197,5.3198,5.1,5.1779,75697.47561049,391953.9589635562
2020-06-04,Mercado Bitcoin,USDC,USDC/BRL,5.1779,5.2299,5.11,5.18,35312.13176116,182916.84252280882
2020-06-05,Mercado Bitcoin,USDC,USDC/BRL,5.18,5.2174,5.05,5.07011,76977.2995177,390283.37605768593
2020-06-06,Mercado Bitcoin,USDC,USDC/BRL,5.10989,5.1189,5.06,5.06001,9638.04105858,48768.58413682539
2020-06-07,Mercado Bitcoin,USDC,USDC/BRL,5.06,5.0998,5.06,5.0857,9432.34213184,47970.062379898685
2020-06-08,Mercado Bitcoin,USDC,USDC/BRL,5.0857,5.0977,3.0,4.87,69841.93675976,340130.23202003125
2020-06-09,Mercado Bitcoin,USDC,USDC/BRL,4.87003,5.09,4.8052,5.02,47969.72923959,240808.0407827418
2020-06-10,Mercado Bitcoin,USDC,USDC/BRL,5.0246,5.0798,4.896,5.0203,63806.4190956,320327.36578564066
2020-06-11,Mercado Bitcoin,USDC,USDC/BRL,5.07809,5.49,4.9203,5.17999,196379.83167118,1017245.5642583957
2020-06-12,Mercado Bitcoin,USDC,USDC/BRL,5.13121,5.21,5.0503,5.14889,51005.07723529,262619.5321260123
2020-06-13,Mercado Bitcoin,USDC,USDC/BRL,5.14799,5.14799,5.07002,5.11445,8632.79191717,44151.982620770104
2020-06-14,Mercado Bitcoin,USDC,USDC/BRL,5.0898,5.12,5.07,5.1133,16679.21959142,85285.85353680787
2020-06-15,Mercado Bitcoin,USDC,USDC/BRL,5.1133,5.25,5.08,5.1754,81539.54429008,421999.75751888
2020-06-16,Mercado Bitcoin,USDC,USDC/BRL,5.17,5.2978,5.1125,5.22001,48939.28182148,255463.5405009438
2020-06-17,Mercado Bitcoin,USDC,USDC/BRL,5.22001,5.3,5.18,5.25036,31974.40508448,167877.1374793504
2020-06-18,Mercado Bitcoin,USDC,USDC/BRL,5.25049,5.49,5.24,5.3601,70573.31700843,378280.0364968857
2020-06-19,Mercado Bitcoin,USDC,USDC/BRL,5.3602,5.4345,5.32,5.37,47047.54711863,252645.32802704308
2020-06-20,Mercado Bitcoin,USDC,USDC/BRL,5.37788,5.389,5.3,5.32081,11383.16849525,60567.67676121115
2020-06-21,Mercado Bitcoin,USDC,USDC/BRL,5.32071,5.3881,5.32,5.38659,11543.98005687,62182.68753453537
2020-06-22,Mercado Bitcoin,USDC,USDC/BRL,5.38669,5.38669,5.27,5.28021,38516.75794779,203376.57048350025
2020-06-23,Mercado Bitcoin,USDC,USDC/BRL,5.28011,5.32849,5.21,5.23919,34416.15501747,180312.77520597866
2020-06-24,Mercado Bitcoin,USDC,USDC/BRL,5.21014,5.38,5.21,5.3694,37986.15525992,203962.86205261445
2020-06-25,Mercado Bitcoin,USDC,USDC/BRL,5.36,5.48,5.31,5.3799,49347.1653635,265482.81493909366
2020-06-26,Mercado Bitcoin,USDC,USDC/BRL,5.38,5.48,5.3601,5.45,63245.38269904,344687.335709768
2020-06-27,Mercado Bitcoin,USDC,USDC/BRL,5.45,5.5299,5.4201,5.5,19354.74411127,106451.092611985
2020-06-28,Mercado Bitcoin,USDC,USDC/BRL,5.4949,5.545,5.4512,5.4998,12568.32666856,69123.28301174627
2020-06-29,Mercado Bitcoin,USDC,USDC/BRL,5.4998,5.5459,5.44,5.46,35116.96713518,191738.64055808278
2020-06-30,Mercado Bitcoin,USDC,USDC/BRL,5.45001,5.54,5.4108,5.46001,21715.89793073,118569.0198607651
2020-07-01,Mercado Bitcoin,USDC,USDC/BRL,5.48,5.5,5.3302,5.39998,42241.82434475,228105.0066251631
2020-07-02,Mercado Bitcoin,USDC,USDC/BRL,5.35051,5.4487,5.3303,5.38626,34055.05040829,183429.3558121561
2020-07-03,Mercado Bitcoin,USDC,USDC/BRL,5.42986,5.44,5.3563,5.41998,15310.70772674,82983.72966477626
2020-07-04,Mercado Bitcoin,USDC,USDC/BRL,5.41972,5.42,5.35,5.41879,10904.74294435,59090.512019414346
2020-07-05,Mercado Bitcoin,USDC,USDC/BRL,5.37107,5.4188,5.367,5.37037,3740.4120342,20087.396576106657
2020-07-06,Mercado Bitcoin,USDC,USDC/BRL,5.40979,5.4186,5.3,5.35,45689.99126005,244441.4532412675
2020-07-07,Mercado Bitcoin,USDC,USDC/BRL,5.34201,5.42,5.3405,5.36831,33771.11653984,181293.82263198847
2020-07-08,Mercado Bitcoin,USDC,USDC/BRL,5.4,5.42,5.331,5.3698,43565.8234967,233939.75901257966
2020-07-09,Mercado Bitcoin,USDC,USDC/BRL,5.36,5.4,5.31,5.36999,28966.03581806,155547.322682624
2020-07-10,Mercado Bitcoin,USDC,USDC/BRL,5.36999,5.4499,5.3381,5.40999,35180.15654362,190324.29509941876
2020-07-11,Mercado Bitcoin,USDC,USDC/BRL,5.41999,5.43,5.3451,5.37001,12853.60883962,69024.00800484778
2020-07-12,Mercado Bitcoin,USDC,USDC/BRL,5.3799,5.4297,5.36,5.3999,16514.83109352,89178.43642189863
2020-07-13,Mercado Bitcoin,USDC,USDC/BRL,5.3999,5.4496,5.36,5.37401,24990.06821184,134296.87647111027
2020-07-14,Mercado Bitcoin,USDC,USDC/BRL,5.38001,5.4498,5.38001,5.41,24195.92310042,130899.94397327221
2020-07-15,Mercado Bitcoin,USDC,USDC/BRL,5.40011,5.432,5.36,5.42,33293.11398006,180448.6777719252
2020-07-16,Mercado Bitcoin,USDC,USDC/BRL,5.42989,5.50999,5.37,5.45,43052.58864611,234636.6081212995
2020-07-17,Mercado Bitcoin,USDC,USDC/BRL,5.38463,5.4785,5.3609,5.44999,15595.6033858,84995.88249657613
2020-07-18,Mercado Bitcoin,USDC,USDC/BRL,5.44999,5.47,5.3964,5.42999,6689.76658388,36325.36565280256
2020-07-19,Mercado Bitcoin,USDC,USDC/BRL,5.42,5.43,5.3965,5.40011,6206.87135224,33517.788057944745
2020-07-20,Mercado Bitcoin,USDC,USDC/BRL,5.41,5.49,5.3966,5.41001,24097.86013058,130369.6642850391
2020-07-21,Mercado Bitcoin,USDC,USDC/BRL,5.40501,5.47438,5.2781,5.28001,60956.25093832,321849.614516839
2020-07-22,Mercado Bitcoin,USDC,USDC/BRL,5.28001,5.48,5.20001,5.21979,119473.8171717,623628.2361346679
2020-07-23,Mercado Bitcoin,USDC,USDC/BRL,5.21969,5.33,5.01,5.228,77612.10616744,405756.0910433763
2020-07-24,Mercado Bitcoin,USDC,USDC/BRL,5.2233,5.31,5.2232,5.3,23682.52260884,125517.36982685201
2020-07-25,Mercado Bitcoin,USDC,USDC/BRL,5.30999,5.3297,5.23,5.24,27146.5930398,142248.14752855198
2020-07-26,Mercado Bitcoin,USDC,USDC/BRL,5.2499,5.2599,5.17,5.20009,43302.67442122,225177.80423104193
2020-07-27,Mercado Bitcoin,USDC,USDC/BRL,5.19999,5.22498,5.06,5.098,151363.69558534,771652.1200940633
2020-07-28,Mercado Bitcoin,USDC,USDC/BRL,5.09,5.18,5.0,5.13979,106727.74774679,548558.2105914737
2020-07-29,Mercado Bitcoin,USDC,USDC/BRL,5.13979,5.19,5.07,5.171,58429.95037735,302141.27340127685
2020-07-30,Mercado Bitcoin,USDC,USDC/BRL,5.1701,5.24,5.1199,5.19009,54633.37046148,283552.1096984227
2020-07-31,Mercado Bitcoin,USDC,USDC/BRL,5.19,5.24,5.11,5.19979,71732.59067269,372994.4076539467
2020-08-01,Mercado Bitcoin,USDC,USDC/BRL,5.19979,5.5,5.1781,5.28499,209092.7928935,1105053.3195142185
2020-08-02,Mercado Bitcoin,USDC,USDC/BRL,5.24021,5.2999,5.15,5.20011,71233.41043084,370421.56991551537
2020-08-03,Mercado Bitcoin,USDC,USDC/BRL,5.24979,5.34,5.18,5.31,53266.87447441,282847.10345911706
2020-08-04,Mercado Bitcoin,USDC,USDC/BRL,5.3,5.47209,5.2916,5.36999,98010.38856967,526314.8065152422
2020-08-05,Mercado Bitcoin,USDC,USDC/BRL,5.33001,5.4436,5.31,5.38479,61166.91900557,329371.0137920033
2020-08-06,Mercado Bitcoin,USDC,USDC/BRL,5.38479,5.4072,5.31,5.35,39834.60915275,213115.1589672125
2020-08-07,Mercado Bitcoin,USDC,USDC/BRL,5.35,5.4902,5.3337,5.44999,98633.6951108,537552.6520169089
2020-08-08,Mercado Bitcoin,USDC,USDC/BRL,5.42001,5.4999,5.42001,5.4401,12203.19345169,66386.59269653878
2020-08-09,Mercado Bitcoin,USDC,USDC/BRL,5.44,5.45,5.4106,5.43,10567.45020818,57381.254630417396
2020-08-10,Mercado Bitcoin,USDC,USDC/BRL,5.43,5.59999,5.42,5.53001,71956.09427145,397917.9208820612
2020-08-11,Mercado Bitcoin,USDC,USDC/BRL,5.53,5.5799,5.4306,5.43251,34023.81099493,184834.69346806715
2020-08-12,Mercado Bitcoin,USDC,USDC/BRL,5.46999,5.5499,5.4306,5.47522,30349.37097948,166169.4829742685
2020-08-13,Mercado Bitcoin,USDC,USDC/BRL,5.51999,5.5496,5.36,5.42009,28251.02027798,153123.0724984766
2020-08-14,Mercado Bitcoin,USDC,USDC/BRL,5.42009,5.5246,5.3711,5.4201,31482.57260426,170638.69177234962
2020-08-15,Mercado Bitcoin,USDC,USDC/BRL,5.4201,5.4998,5.4201,5.4785,3341.27627128,18305.18205220748
2020-08-16,Mercado Bitcoin,USDC,USDC/BRL,5.47989,5.5199,5.4401,5.4401,8664.37761467,47135.080661566266
2020-08-17,Mercado Bitcoin,USDC,USDC/BRL,5.45,5.51428,5.21,5.44,65051.33042786,353879.2375275584
2020-08-18,Mercado Bitcoin,USDC,USDC/BRL,5.44,5.5899,5.395,5.5199,78297.39348148,432193.78227842145
2020-08-19,Mercado Bitcoin,USDC,USDC/BRL,5.50012,5.6,5.47,5.53829,42877.24460809,237466.61504053875
2020-08-20,Mercado Bitcoin,USDC,USDC/BRL,5.56,5.7,5.5309,5.62705,34472.69659711,193979.58738676782
2020-08-21,Mercado Bitcoin,USDC,USDC/BRL,5.62851,5.71,5.59,5.65382,32448.22924235,183456.44745498325
2020-08-22,Mercado Bitcoin,USDC,USDC/BRL,5.6997,5.7995,5.658,5.67995,11584.26326678,65798.03614214706
2020-08-23,Mercado Bitcoin,USDC,USDC/BRL,5.68,5.74171,5.6611,5.69929,5561.15064347,31694.61025082214
2020-08-24,Mercado Bitcoin,USDC,USDC/BRL,5.69929,5.7399,5.6122,5.66185,15935.76771972,90225.92646389669
2020-08-25,Mercado Bitcoin,USDC,USDC/BRL,5.63072,5.7397,5.59,5.62626,29011.14419231,163224.24012342608
2020-08-26,Mercado Bitcoin,USDC,USDC/BRL,5.6594,5.69,5.6001,5.63878,22518.21465494,126975.25843198255
2020-08-27,Mercado Bitcoin,USDC,USDC/BRL,5.63,5.69,5.6158,5.6499,7678.35095463,43381.91505856404
2020-08-28,Mercado Bitcoin,USDC,USDC/BRL,5.6484,5.65,5.4611,5.58,33406.624058,186408.96224364
2020-08-29,Mercado Bitcoin,USDC,USDC/BRL,5.58,5.59246,5.49,5.53678,5819.12221678,32219.199507423167
2020-08-30,Mercado Bitcoin,USDC,USDC/BRL,5.52988,5.5482,5.4502,5.46,15449.65058955,84355.092218943
2020-08-31,Mercado Bitcoin,USDC,USDC/BRL,5.46,5.57,5.1022,5.49276,146346.7073275,803847.3401401988
2020-09-01,Mercado Bitcoin,USDC,USDC/BRL,5.49,5.59,5.4,5.47979,74710.6980089,409398.93584219017
2020-09-02,Mercado Bitcoin,USDC,USDC/BRL,5.46005,5.59,5.4,5.48999,36626.68501995,201080.13449267528
2020-09-03,Mercado Bitcoin,USDC,USDC/BRL,5.48,5.5643,5.38,5.4896,82049.45168447,450418.6699670665
2020-09-04,Mercado Bitcoin,USDC,USDC/BRL,5.48,5.5,5.32,5.44017,27867.88900196,151606.05371179275
2020-09-05,Mercado Bitcoin,USDC,USDC/BRL,5.45982,5.49,5.4,5.43,16944.90872375,92010.85436996249
2020-09-06,Mercado Bitcoin,USDC,USDC/BRL,5.4205,5.4898,5.4,5.44789,14859.85787215,80954.87110310726
2020-09-07,Mercado Bitcoin,USDC,USDC/BRL,5.41157,5.49,5.36,5.42797,12256.66973299,66528.83561057773
2020-09-08,Mercado Bitcoin,USDC,USDC/BRL,5.44055,5.4699,5.36,5.42169,15252.07524421,82692.02383078092
2020-09-09,Mercado Bitcoin,USDC,USDC/BRL,5.46161,5.54,5.376,5.41068,31591.38864994,170930.89474045736
2020-09-10,Mercado Bitcoin,USDC,USDC/BRL,5.41884,5.4689,5.36,5.46827,17736.54968106,96988.24252444998
2020-09-11,Mercado Bitcoin,USDC,USDC/BRL,5.42409,5.48,5.37,5.44995,18029.52241098,98259.99566372046
2020-09-12,Mercado Bitcoin,USDC,USDC/BRL,5.45,5.47,5.3808,5.41,4477.06941752,24220.9455487832
2020-09-13,Mercado Bitcoin,USDC,USDC/BRL,5.39099,5.4275,5.38,5.40995,4569.75308434,24722.135698625185
2020-09-14,Mercado Bitcoin,USDC,USDC/BRL,5.40001,5.4998,5.36,5.43,34000.21894608,184621.1888772144
2020-09-15,Mercado Bitcoin,USDC,USDC/BRL,5.42495,5.4688,5.36,5.41381,28417.82919928,153848.72789735405
2020-09-16,Mercado Bitcoin,USDC,USDC/BRL,5.41381,5.46899,5.3507,5.38,45874.51441748,246804.8875660424
2020-09-17,Mercado Bitcoin,USDC,USDC/BRL,5.38001,5.466,5.3307,5.35,67591.23006338,361613.080839083
2020-09-18,Mercado Bitcoin,USDC,USDC/BRL,5.36678,5.4369,5.3311,5.41,21630.13152671,117019.0115595011
2020-09-19,Mercado Bitcoin,USDC,USDC/BRL,5.41999,5.43,5.3616,5.39481,6475.64833745,34934.89240735863
2020-09-20,Mercado Bitcoin,USDC,USDC/BRL,5.37085,5.4355,5.3704,5.41553,5876.41114799,31823.880864274288
2020-09-21,Mercado Bitcoin,USDC,USDC/BRL,5.41,5.55,5.3801,5.51999,49127.55322402,271183.6025210581
2020-09-22,Mercado Bitcoin,USDC,USDC/BRL,5.49005,5.62319,5.44,5.55905,36469.85902235,202737.76979819476
2020-09-23,Mercado Bitcoin,USDC,USDC/BRL,5.51522,5.65,5.4522,5.61861,33361.16718403,187443.3875518628
2020-09-24,Mercado Bitcoin,USDC,USDC/BRL,5.6476,5.69,5.49,5.53899,35912.85475918,198920.94338255044
2020-09-25,Mercado Bitcoin,USDC,USDC/BRL,5.53999,5.6899,5.5001,5.62731,39138.53365643,220244.6618301651
2020-09-26,Mercado Bitcoin,USDC,USDC/BRL,5.63,5.67187,5.5402,5.58,1921.44541266,10721.6654026428
2020-09-27,Mercado Bitcoin,USDC,USDC/BRL,5.57995,5.59,5.5214,5.56313,2142.96427792,11921.58886342509
2020-09-28,Mercado Bitcoin,USDC,USDC/BRL,5.53672,5.61,5.5209,5.6001,20747.97262119,116190.72147592614
2020-09-29,Mercado Bitcoin,USDC,USDC/BRL,5.61,5.69,5.52,5.62,30799.36074716,173092.40739903922
2020-09-30,Mercado Bitcoin,USDC,USDC/BRL,5.59868,5.6909,5.5601,5.65472,16117.42656526,91139.53434710704
2020-10-01,Mercado Bitcoin,USDC,USDC/BRL,5.63589,5.7772,5.6002,5.75146,42015.11714359,241648.26564667214
2020-10-02,Mercado Bitcoin,USDC,USDC/BRL,5.74076,5.7988,5.6602,5.7699,23491.42660131,135543.18234689857
2020-10-03,Mercado Bitcoin,USDC,USDC/BRL,5.7559,5.79,5.73,5.75307,1464.78921589,8427.034894260281
2020-10-04,Mercado Bitcoin,USDC,USDC/BRL,5.75307,5.78495,5.7,5.74,5800.07752268,33292.4449801832
2020-10-05,Mercado Bitcoin,USDC,USDC/BRL,5.74728,5.78,5.6501,5.6605,34506.5837044,195324.5170587562
2020-10-06,Mercado Bitcoin,USDC,USDC/BRL,5.6605,5.7497,5.505,5.73949,43706.45424289,250852.75706252473
2020-10-07,Mercado Bitcoin,USDC,USDC/BRL,5.73,5.7461,5.5846,5.69,13959.84627176,79431.5252863144
2020-10-08,Mercado Bitcoin,USDC,USDC/BRL,5.65751,5.7289,5.61151,5.65933,15279.13035789,86469.6408083176
2020-10-09,Mercado Bitcoin,USDC,USDC/BRL,5.6593,5.67969,5.6,5.6009,27252.90354658,152640.78747403994
2020-10-10,Mercado Bitcoin,USDC,USDC/BRL,5.60989,5.6099,5.5204,5.565,20255.98457678,112724.5541697807
2020-10-11,Mercado Bitcoin,USDC,USDC/BRL,5.565,5.57,5.54,5.54151,2131.14232973,11809.746531622091
2020-10-12,Mercado Bitcoin,USDC,USDC/BRL,5.5549,5.61045,5.55,5.56003,12515.00556259,69583.80637816728
2020-10-13,Mercado Bitcoin,USDC,USDC/BRL,5.56002,5.679,5.5401,5.5807,13445.45171373,75035.03237881302
2020-10-14,Mercado Bitcoin,USDC,USDC/BRL,5.5807,5.699,5.55,5.60068,19987.7487349,111944.98458457972
2020-10-15,Mercado Bitcoin,USDC,USDC/BRL,5.63,5.7,5.60062,5.66,21959.4846857,124290.68332106201
2020-10-16,Mercado Bitcoin,USDC,USDC/BRL,5.63009,5.72889,5.60001,5.64171,24686.59308693,139274.59908446384
2020-10-17,Mercado Bitcoin,USDC,USDC/BRL,5.6699,5.7,5.65001,5.68991,1855.80554231,10559.366513245091
2020-10-18,Mercado Bitcoin,USDC,USDC/BRL,5.68908,5.69,5.68,5.68,4216.68619811,23950.7776052648
2020-10-19,Mercado Bitcoin,USDC,USDC/BRL,5.68,5.68978,5.61021,5.66,12811.34008004,72512.1848530264
2020-10-20,Mercado Bitcoin,USDC,USDC/BRL,5.6766,5.68999,5.6,5.62011,21725.57799292,122100.13813378963
2020-10-21,Mercado Bitcoin,USDC,USDC/BRL,5.6201,5.69,5.6,5.60408,77309.79701512,433250.28725649364
2020-10-22,Mercado Bitcoin,USDC,USDC/BRL,5.61893,5.6669,5.5501,5.59,62691.44942181,350445.2022679179
2020-10-23,Mercado Bitcoin,USDC,USDC/BRL,5.62986,5.66999,5.5804,5.62556,43339.30992722,243807.88835417174
2020-10-24,Mercado Bitcoin,USDC,USDC/BRL,5.65578,5.65578,5.5906,5.6254,15420.57987844,86746.93004817638
2020-10-25,Mercado Bitcoin,USDC,USDC/BRL,5.62,5.6299,5.6,5.62,17206.43633091,96700.17217971421
2020-10-26,Mercado Bitcoin,USDC,USDC/BRL,5.6279,5.6788,5.6,5.6152,38543.90608727,216431.7414612385
2020-10-27,Mercado Bitcoin,USDC,USDC/BRL,5.611,5.73989,5.611,5.65112,54689.31186945,309055.86409168626
2020-10-28,Mercado Bitcoin,USDC,USDC/BRL,5.69,5.8926,5.65923,5.83281,107962.23042488,629723.1772445444
2020-10-29,Mercado Bitcoin,USDC,USDC/BRL,5.79575,5.84,5.73,5.80061,41371.50572553,239979.96982656655
2020-10-30,Mercado Bitcoin,USDC,USDC/BRL,5.79753,5.8699,5.7511,5.8,37497.76437387,217487.033368446
2020-10-31,Mercado Bitcoin,USDC,USDC/BRL,5.76992,5.80418,5.7401,5.79,11048.80270814,63972.567680130596
2020-11-01,Mercado Bitcoin,USDC,USDC/BRL,5.76013,5.80418,5.74101,5.77066,14146.48031581,81634.52809923213
2020-11-02,Mercado Bitcoin,USDC,USDC/BRL,5.77003,5.80418,5.74114,5.80117,27837.05254273,161487.474099309
2020-11-03,Mercado Bitcoin,USDC,USDC/BRL,5.798,5.82998,5.7111,5.78988,52175.71687838,302091.1396397948
2020-11-04,Mercado Bitcoin,USDC,USDC/BRL,5.75622,5.83598,5.41,5.72498,103376.05437666,591825.8437852911
2020-11-05,Mercado Bitcoin,USDC,USDC/BRL,5.69023,5.76979,5.5,5.56,132208.62579923,735079.9594437188
2020-11-06,Mercado Bitcoin,USDC,USDC/BRL,5.57,5.63369,5.41,5.41051,121149.15806873,655478.7312224444
2020-11-07,Mercado Bitcoin,USDC,USDC/BRL,5.41064,5.5398,5.36,5.42,101071.61156469,547808.1346806198
2020-11-08,Mercado Bitcoin,USDC,USDC/BRL,5.42995,5.4399,5.409,5.4097,10015.35595021,54180.071083851035
2020-11-09,Mercado Bitcoin,USDC,USDC/BRL,5.409,5.46,5.3,5.45992,86267.67524475,471014.6054223155
2020-11-10,Mercado Bitcoin,USDC,USDC/BRL,5.45981,5.5328,5.42,5.505,43695.83249963,240545.55791046313
2020-11-11,Mercado Bitcoin,USDC,USDC/BRL,5.505,5.5194,5.4,5.47898,56814.7689248,311286.9826436007
2020-11-12,Mercado Bitcoin,USDC,USDC/BRL,5.47765,5.55,5.42,5.491,64083.33874045,351881.61302381096
2020-11-13,Mercado Bitcoin,USDC,USDC/BRL,5.49115,5.51,5.42,5.48937,58643.06217612,321913.46621772787
